Run_ID,sysbench_cpu_single_eps,sysbench_cpu_multi_eps,stress_ng_cpu_bogo_ops_s,fractal_time_s,kernel_compile_time_s,sysbench_mem_read_mib_s,sysbench_mem_write_mib_s,mbw_memcpy_avg_mib_s,mbw_dumb_avg_mib_s,dd_read_speed,dd_read_unit,dd_write_speed,dd_write_unit,fio_rand_4k_read_iops,fio_rand_4k_read_bw_mib,fio_rand_4k_read_lat_ms,fio_rand_4k_write_iops,fio_rand_4k_write_bw_mib,fio_rand_4k_write_lat_ms,fio_seq_rw_read_iops,fio_seq_rw_read_bw_mib,fio_seq_rw_read_lat_ms,fio_seq_rw_write_iops,fio_seq_rw_write_bw_mib,fio_seq_rw_write_lat_ms,fio_mixed_70_30_read_iops,fio_mixed_70_30_read_bw_mib,fio_mixed_70_30_read_lat_ms,fio_mixed_70_30_write_iops,fio_mixed_70_30_write_bw_mib,fio_mixed_70_30_write_lat_ms,iperf_localhost_gbps,iperf_remote_gbps
benchmark_raw_20260414_123058,1293.24,7513.34,8925.1,117.3048,332.28,46241.01,18434.51,6465.754999999999,10334.976181818181,9.7,GB/s,442.0,MB/s,4725.80457,18.46017360687256,0.17773362681799998,4730.221163,18.477425575256348,0.032274731701,151.294957,151.2949562072754,3.336696110487,151.578281,151.57828044891357,3.195846615723,5732.15,22.391210556030273,0.159114150031,2465.016667,9.628971099853516,0.032819282642,48.48605880492558,0.9357904017486449
benchmark_raw_20260414_125725,1293.2,7514.95,8656.8,119.699,332.56,46560.18,18564.18,6455.174272727273,10329.276181818183,9.5,GB/s,433.0,MB/s,4802.106596,18.758228302001953,0.175106349019,4801.589947,18.756210327148438,0.031658906378,150.442478,150.44247722625732,3.3012573217020003,150.342483,150.3424825668335,3.2573988479100002,5798.736688,22.651314735412598,0.15719385733900001,2493.641773,9.740787506103516,0.032723889995,49.06456374071344,0.9356789209060064
benchmark_raw_20260414_131833,1293.67,7515.63,8919.78,116.5252,332.36,46541.61,18535.99,6467.206454545455,10225.468363636364,9.5,GB/s,435.0,MB/s,4756.937384,18.581786155700684,0.177601160069,4758.887352,18.58940315246582,0.031166666048,153.830769,153.83076858520508,3.30423338364,153.830769,153.83076858520508,3.140776069881,5853.752437,22.866219520568848,0.15645644363699998,2516.741388,9.83102035522461,0.031187770401,48.6761785590653,0.9363062637161577
benchmark_raw_20260414_133938,1293.76,7515.71,8869.93,119.8894,332.11,46535.45,18787.35,6479.13890909091,10287.442454545455,9.4,GB/s,443.0,MB/s,4754.887419,18.57377815246582,0.176778333262,4757.120715,18.582502365112305,0.031844524913,150.744975,150.74497509002686,3.313965038364,150.694977,150.69497680664062,3.243731649856,5791.503475,22.62306022644043,0.15793327956,2490.341828,9.727897644042969,0.031791986347,48.77743809158237,0.9359454916898503
benchmark_raw_20260414_140047,1293.68,7516.01,8815.23,116.8435,332.24,46375.61,18466.43,6328.5732727272725,10297.243454545454,9.7,GB/s,448.0,MB/s,4732.371127,18.485824584960938,0.17830334106,4736.037733,18.500146865844727,0.031505750907,150.880819,150.8808183670044,3.347388823153,150.847486,150.84748554229736,3.210358881781,5744.804253,22.440641403198242,0.159480758087,2470.425493,9.65009880065918,0.031505938244,48.289212408886115,0.935893369017502
benchmark_raw_20260414_142152,1291.31,7515.74,9012.43,113.7331,331.45,46632.84,18557.46,6469.985818181818,10216.286272727273,9.6,GB/s,434.0,MB/s,4832.036133,18.87514019012451,0.17385740627100002,4831.919468,18.874685287475586,0.031576790953,150.59749,150.59748935699463,3.321499100819,150.497492,150.49749088287354,3.248781485161,5897.435043,23.03685474395752,0.15490658251499997,2535.524408,9.904391288757324,0.031663265108,49.64583384578957,0.9357322476613544
benchmark_raw_20260414_144254,1292.04,7515.5,8913.03,139.2439,331.83,46499.91,18695.71,6468.693363636365,10270.576818181818,9.5,GB/s,442.0,MB/s,4710.554824,18.400604248046875,0.178425316564,4714.154764,18.414666175842285,0.032257226997,148.928369,148.9283685684204,3.34579388026,148.895037,148.8950366973877,3.276325971122,5767.20388,22.5281400680542,0.158316521451,2480.325328,9.688770294189453,0.032531966100000004,48.9714660979115,0.9366213389397438
benchmark_raw_20260414_150421,1293.64,7515.37,8780.61,115.4927,330.87,46574.34,18473.35,6464.921272727273,10197.80690909091,9.7,GB/s,436.0,MB/s,4750.837486,18.557958602905273,0.176810833916,4752.720788,18.56531524658203,0.032095030617,151.044965,151.04496479034424,3.301897295266,151.144962,151.1449613571167,3.2361135102,5818.403027,22.72813606262207,0.156655294664,2502.241629,9.774380683898926,0.032355459787,48.89997581277428,0.9358901875702057
benchmark_raw_20260414_152525,1293.22,7515.89,8810.85,112.7604,332.15999999999997,46389.08,18404.04,6461.984909090909,10256.279545454545,9.6,GB/s,441.0,MB/s,4724.221263,18.453989028930664,0.177473476804,4728.304528,18.46993923187256,0.03236976523,149.39751,149.39750957489014,3.347648277108,149.097515,149.09751415252686,3.27591194858,5810.253162,22.696300506591797,0.15726807273799998,2498.525025,9.759862899780273,0.032031137305,49.04013544754312,0.9355820338905437
benchmark_raw_20260414_154627,1291.61,7513.8,8623.9,117.5584,331.59,46286.93,18490.62,6452.348818181818,10289.02590909091,9.7,GB/s,440.0,MB/s,4804.953251,18.76934814453125,0.17482425961,4804.303262,18.766809463500977,0.031805387358,150.223318,150.2233180999756,3.313929334036,150.089994,150.08999347686768,3.258505730291,5863.818936,22.905542373657227,0.15539590674599998,2520.557991,9.845929145812988,0.032507916759,48.3539527737996,0.936312442210541
