Host_OS,Platform,Isolation_Type,Test_Type,Metric,Unit,n,mean,median,stdev,cv_pct,min,max,overhead_pct_vs_baremetal,efficiency_ratio_pct,n_trimmed,trimmed_mean,trimmed_median,trimmed_stdev,trimmed_cv_pct,trimmed_overhead_pct,trimmed_efficiency_ratio_pct,iqr_outliers
Ubuntu 24.04 LTS,VirtualBox-U24,VM,cpu_sample,stress_ng_cpu_cpu_busy_pct,percent,10,99.936,99.98,0.1253,0.13,99.59,99.99,0.05,99.95,8,99.9725,99.98,0.0337,0.03,0.01,99.99,2
Ubuntu 24.04 LTS,VirtualBox-U24,VM,cpu_sample,stress_ng_switch_cpu_busy_pct,percent,10,94.979,95.095,1.485,1.56,92.59,97.48,5.0,95.0,8,94.965,95.095,1.0612,1.12,5.01,94.99,0
Ubuntu 24.04 LTS,VirtualBox-U24,VM,cpu_sample,sysbench_cpu_multi_cpu_busy_pct,percent,10,99.992,99.99,0.0042,0.0,99.99,100.0,-0.0,100.0,8,99.9912,99.99,0.0035,0.0,-0.0,100.0,2
Ubuntu 24.04 LTS,VirtualBox-U24,VM,cpu_sample,sysbench_cpu_single_cpu_busy_pct,percent,10,2.959,1.785,1.8837,63.66,0.8,5.42,88.17,11.83,8,2.9213,1.785,1.7405,59.58,88.32,11.68,0
Ubuntu 24.04 LTS,VirtualBox-U24,VM,fractal_mandelbrot,runtime,seconds,10,116.1374,115.5106,4.2262,3.64,110.8899,122.4044,3.84,103.84,8,116.01,115.5106,3.6608,3.16,3.82,103.82,0
Ubuntu 24.04 LTS,VirtualBox-U24,VM,kernel_compile,cpu_percent,percent,10,384.9,385.0,0.5676,0.15,384.0,386.0,0.52,99.48,8,384.875,385.0,0.3536,0.09,0.55,99.45,3
Ubuntu 24.04 LTS,VirtualBox-U24,VM,kernel_compile,elapsed_time,seconds,10,419.815,420.335,3.0701,0.73,414.53,425.26,8.66,108.66,8,419.795,420.335,1.973,0.47,8.68,108.68,2
Ubuntu 24.04 LTS,VirtualBox-U24,VM,kernel_compile,involuntary_ctx_switches,count,10,139657.6,139515.5,1622.2493,1.16,137755.0,142785.0,-577.75,677.75,8,139504.5,139515.5,1201.0234,0.86,-576.67,676.67,0
Ubuntu 24.04 LTS,VirtualBox-U24,VM,kernel_compile,major_page_faults,count,10,35.6,32.5,13.4346,37.74,21.0,66.0,-19.87,119.87,8,33.625,32.5,8.07,24.0,-21.72,121.72,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,kernel_compile,voluntary_ctx_switches,count,10,86980.5,86887.5,499.8047,0.57,86267.0,87832.0,-3.12,103.12,8,86963.25,86887.5,380.1743,0.44,-3.1,103.1,0
Ubuntu 24.04 LTS,VirtualBox-U24,VM,openssl,aes256gcm_16b_throughput,MB/s,10,330.964,326.575,12.4712,3.77,323.9,365.86,0.15,99.85,8,327.485,326.575,2.246,0.69,1.21,98.79,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,openssl,aes256gcm_16k_throughput,MB/s,10,3041.171,3025.92,50.3602,1.66,2992.77,3154.63,0.79,99.21,8,3033.0388,3025.92,31.8044,1.05,1.06,98.94,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,openssl,rsa2048_sign_per_sec,ops/s,10,1906.35,1904.25,9.2993,0.49,1895.5,1923.9,2.22,97.78,8,1905.5125,1904.25,7.0402,0.37,2.28,97.72,2
Ubuntu 24.04 LTS,VirtualBox-U24,VM,openssl,rsa2048_verify_per_sec,ops/s,10,43218.97,42454.2,1684.6019,3.9,41929.6,46763.3,0.21,99.79,8,42937.1,42454.2,1235.2325,2.88,0.84,99.16,2
Ubuntu 24.04 LTS,VirtualBox-U24,VM,stress_ng,cpu_bogo_ops,count,10,741526.0,741069.0,2860.617,0.39,738429.0,749020.0,0.61,99.39,8,740976.375,741069.0,884.7939,0.12,0.67,99.33,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,stress_ng,cpu_bogo_per_sec_cpu,ops/s,10,1545.151,1544.16,5.7792,0.37,1540.03,1560.7,0.59,99.41,8,1543.8475,1544.16,1.6476,0.11,0.67,99.33,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,stress_ng,cpu_bogo_per_sec_real,ops/s,10,6178.553,6175.275,23.7833,0.38,6153.55,6241.68,0.62,99.38,8,6173.7875,6175.275,6.535,0.11,0.69,99.31,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,stress_ng,cpu_sys_time,seconds,10,0.253,0.025,0.6676,263.89,0.01,2.15,2008.33,2108.33,8,0.0462,0.025,0.0414,89.48,270.0,370.0,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,stress_ng,cpu_usr_time,seconds,10,479.65,479.88,0.4946,0.1,478.32,479.91,-0.07,99.93,8,479.7837,479.88,0.178,0.04,-0.04,99.96,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,stress_ng,switch_bogo_ops,count,10,96560073.3,96104038.0,2536738.2668,2.63,93147184.0,102482803.0,13.47,86.53,8,96246343.25,96104038.0,1218981.8047,1.27,13.67,86.33,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,stress_ng,switch_bogo_per_sec_cpu,ops/s,10,213105.235,213046.98,2914.079,1.37,210205.64,220270.72,8.34,91.66,8,212571.9987,213046.98,1434.2821,0.67,8.49,91.51,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,stress_ng,switch_bogo_per_sec_real,ops/s,10,804642.9,800836.135,21137.7619,2.63,776225.28,854018.45,13.47,86.53,8,802023.1587,800836.135,10147.7259,1.27,13.68,86.32,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,stress_ng,switch_sys_time,seconds,10,381.794,382.135,5.5095,1.44,374.48,391.76,-6.75,93.25,8,381.4625,382.135,4.1317,1.08,-6.83,93.17,0
Ubuntu 24.04 LTS,VirtualBox-U24,VM,stress_ng,switch_usr_time,seconds,10,71.265,71.565,1.731,2.43,68.06,73.5,1.01,101.01,8,71.3862,71.565,1.2863,1.8,1.18,101.18,0
Ubuntu 24.04 LTS,VirtualBox-U24,VM,sysbench_cpu,cpu_multi_events_per_sec,events/s,10,4854.833,4855.885,3.1054,0.06,4848.02,4858.24,1.17,98.83,8,4855.2587,4855.885,1.9755,0.04,1.16,98.84,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,sysbench_cpu,cpu_multi_latency_avg,ms,10,0.82,0.82,0.0,0.0,0.82,0.82,1.23,101.23,8,0.82,0.82,0.0,0.0,1.23,101.23,0
Ubuntu 24.04 LTS,VirtualBox-U24,VM,sysbench_cpu,cpu_multi_latency_max,ms,10,5.116,3.645,4.8122,94.06,1.46,18.12,326.69,426.69,8,3.9475,3.645,1.4649,37.11,331.42,431.42,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,sysbench_cpu,cpu_multi_latency_p95,ms,10,0.83,0.83,0.0,0.0,0.83,0.83,2.47,102.47,8,0.83,0.83,0.0,0.0,2.47,102.47,0
Ubuntu 24.04 LTS,VirtualBox-U24,VM,sysbench_cpu,cpu_single_events_per_sec,events/s,10,1272.879,1273.445,7.9659,0.63,1261.08,1281.12,1.53,98.47,8,1273.3238,1273.445,7.1951,0.57,1.49,98.51,0
Ubuntu 24.04 LTS,VirtualBox-U24,VM,sysbench_cpu,cpu_single_latency_avg,ms,10,0.786,0.79,0.0052,0.66,0.78,0.79,2.08,102.08,8,0.7863,0.79,0.0052,0.66,2.11,102.11,0
Ubuntu 24.04 LTS,VirtualBox-U24,VM,sysbench_cpu,cpu_single_latency_max,ms,10,80.842,4.67,121.6715,150.51,1.71,357.55,8649.13,8749.13,8,56.145,4.67,80.6464,143.64,6061.32,6161.32,1
Ubuntu 24.04 LTS,VirtualBox-U24,VM,sysbench_cpu,cpu_single_latency_p95,ms,10,0.812,0.8,0.0155,1.91,0.8,0.83,5.45,105.45,8,0.8113,0.8,0.0155,1.91,5.36,105.36,0
