Host_OS,Platform,Isolation_Type,Test_Type,Iteration,Metric,Value,Unit,Timestamp,CPU_Pinning,Disk_Type,Provisioning_Type,Filesystem,Host_CPU_Usage,Guest_CPU_Usage
Ubuntu 24.04 LTS,Bare_Metal,None,iperf3,1,localhost_send_gbps,48.1854,Gbps,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,iperf3,1,localhost_retransmits,0,count,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,iperf3,1,localhost_recv_gbps,48.1851,Gbps,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,iperf3,1,remote_tcp_send_gbps,0.9367,Gbps,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,iperf3,1,remote_tcp_retransmits,0,count,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,iperf3,1,remote_tcp_recv_gbps,0.9342,Gbps,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,iperf3,1,remote_udp_send_gbps,0.9491,Gbps,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,iperf3,1,remote_udp_recv_gbps,0.899,Gbps,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,iperf3,1,remote_udp_jitter_ms,0.0023,ms,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,iperf3,1,remote_udp_lost_pct,5.2702,percent,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,iperf3,1,remote_udp_udp_gbps,0.9491,Gbps,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,sysbench_cpu,1,cpu_single_events_per_sec,1291.56,events/s,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,sysbench_cpu,1,cpu_single_latency_avg,0.77,ms,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,sysbench_cpu,1,cpu_single_latency_p95,0.77,ms,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,sysbench_cpu,1,cpu_single_latency_max,0.97,ms,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,sysbench_cpu,1,cpu_multi_events_per_sec,4908.94,events/s,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,sysbench_cpu,1,cpu_multi_latency_avg,0.81,ms,20260722_094523,0-3,,,ext2/ext3,,
Ubuntu 24.04 LTS,Bare_Metal,None,sysbench_cpu,1,cpu_multi_latency_p95,0.81,ms,20260722_094523,0-3,,,ext2/ext3,,
